Region,Year,Population-Weighted PM2.5 [ug/m3],Geographic-Mean PM2.5 [ug/m3],Population Coverage [%],Geographic Coverage [%],Total Population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Rajasthan,2002,59.7,59.1,100.0,100.0,60.258,100.0,100.0,100.0,100.0,100.0,100.0,97.4,89.2,80.2,68.1,50.2
Rajasthan,2003,61.6,60.4,100.0,100.0,61.454,100.0,100.0,100.0,100.0,100.0,100.0,99.7,93.3,85.8,76.2,57.3
Rajasthan,2004,60.2,60.2,100.0,100.0,62.651,100.0,100.0,100.0,100.0,100.0,100.0,99.5,91.2,83.4,73.9,49.9
Rajasthan,2005,58.4,58.2,100.0,100.0,63.847,100.0,100.0,100.0,100.0,100.0,99.9,98.7,90.4,81.3,65.4,41.2
Rajasthan,2006,59.4,59.9,100.0,100.0,65.021,100.0,100.0,100.0,100.0,100.0,100.0,99.7,92.9,82.8,73.0,48.9
Rajasthan,2007,59.6,58.7,100.0,100.0,66.195,100.0,100.0,100.0,100.0,100.0,100.0,98.9,89.5,80.2,69.1,49.1
Rajasthan,2008,61.9,60.2,100.0,100.0,67.369,100.0,100.0,100.0,100.0,100.0,100.0,99.9,97.4,87.7,73.6,53.2
Rajasthan,2009,62.3,61.6,100.0,100.0,68.543,100.0,100.0,100.0,100.0,100.0,100.0,99.6,95.8,86.0,75.9,60.1
Rajasthan,2010,65.8,64.2,100.0,100.0,69.717,100.0,100.0,100.0,100.0,100.0,100.0,99.6,96.6,87.2,80.0,72.4
Rajasthan,2011,65.2,62.4,100.0,100.0,70.837,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.3,93.8,85.1,65.7
Rajasthan,2012,66.6,65.5,100.0,100.0,71.958,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,97.2,88.9,76.6
Rajasthan,2013,64.3,62.8,100.0,100.0,73.078,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.9,91.5,83.9,69.9
Rajasthan,2014,62.5,61.2,100.0,100.0,74.198,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.3,88.3,75.9,59.7
Rajasthan,2015,65.5,66.2,100.0,100.0,75.318,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.3,89.5,80.5,71.1
Rajasthan,2016,62.7,60.6,100.0,100.0,76.429,100.0,100.0,100.0,100.0,100.0,100.0,99.7,95.0,85.2,73.6,56.2
Rajasthan,2017,61.5,59.9,100.0,100.0,77.541,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.6,90.5,70.5,44.8
Rajasthan,2018,64.8,63.9,100.0,100.0,78.652,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,92.9,81.7,68.6
Rajasthan,2019,67.0,64.0,100.0,100.0,79.763,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,97.5,89.6,70.9
Rajasthan,2020,62.0,59.8,100.0,100.0,80.874,100.0,100.0,100.0,100.0,100.0,100.0,99.5,97.1,87.2,71.3,49.6
Rajasthan,2021,65.9,63.1,100.0,100.0,80.874,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.9,93.4,80.3,64.5
Sikkim,1998,25.1,21.0,100.0,100.0,0.547,100.0,100.0,97.8,66.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,1999,25.3,21.5,100.0,100.0,0.547,100.0,100.0,98.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,2000,31.2,28.8,100.0,100.0,0.547,100.0,100.0,100.0,86.9,72.1,19.8,0.0,0.0,0.0,0.0,0.0
Sikkim,2001,35.0,33.7,100.0,100.0,0.554,100.0,100.0,100.0,95.3,82.5,58.6,0.0,0.0,0.0,0.0,0.0
Sikkim,2002,33.2,30.7,100.0,100.0,0.561,100.0,100.0,100.0,88.5,76.4,51.9,0.0,0.0,0.0,0.0,0.0
Sikkim,2003,33.2,30.3,100.0,100.0,0.568,100.0,100.0,100.0,92.0,72.8,47.4,0.0,0.0,0.0,0.0,0.0
Sikkim,2004,33.1,29.4,100.0,100.0,0.575,100.0,100.0,100.0,88.5,76.6,45.0,6.9,0.0,0.0,0.0,0.0
Sikkim,2005,33.9,30.1,100.0,100.0,0.582,100.0,100.0,100.0,94.9,71.7,50.3,6.8,0.0,0.0,0.0,0.0
Sikkim,2006,35.1,29.5,100.0,100.0,0.589,100.0,100.0,100.0,95.6,76.1,54.9,27.0,0.5,0.0,0.0,0.0
Sikkim,2007,33.9,27.7,100.0,100.0,0.595,100.0,100.0,100.0,89.3,66.4,51.5,23.3,0.0,0.0,0.0,0.0
Sikkim,2008,33.8,28.4,100.0,100.0,0.601,100.0,100.0,100.0,89.2,65.5,51.7,22.3,0.0,0.0,0.0,0.0
Sikkim,2009,40.1,32.5,100.0,100.0,0.607,100.0,100.0,100.0,99.1,88.1,68.1,55.5,34.4,7.5,0.0,0.0
Sikkim,2010,33.8,28.4,100.0,100.0,0.613,100.0,100.0,100.0,82.6,63.6,52.0,28.1,0.0,0.0,0.0,0.0
Sikkim,2011,36.9,30.4,100.0,100.0,0.619,100.0,100.0,100.0,97.1,78.1,59.2,45.1,10.7,0.0,0.0,0.0
Sikkim,2012,39.3,33.3,100.0,100.0,0.624,100.0,100.0,100.0,99.1,86.3,64.6,54.0,32.8,0.0,0.0,0.0
Sikkim,2013,35.1,29.0,100.0,100.0,0.629,100.0,100.0,100.0,92.5,70.0,53.1,33.5,0.9,0.0,0.0,0.0
Sikkim,2014,38.6,32.4,100.0,100.0,0.634,100.0,100.0,100.0,95.8,86.0,62.9,49.6,29.6,0.0,0.0,0.0
Sikkim,2015,38.0,33.4,100.0,100.0,0.639,100.0,100.0,100.0,93.7,84.9,59.5,48.4,21.0,0.0,0.0,0.0
Sikkim,2016,34.4,30.2,100.0,100.0,0.643,100.0,100.0,100.0,86.7,69.8,50.6,34.2,1.0,0.0,0.0,0.0
Sikkim,2017,35.7,28.5,100.0,100.0,0.648,100.0,100.0,100.0,88.2,65.6,53.9,43.4,18.1,0.0,0.0,0.0
Sikkim,2018,38.1,31.7,100.0,100.0,0.652,100.0,100.0,100.0,95.5,81.9,58.7,47.2,25.8,1.7,0.0,0.0
Sikkim,2019,33.8,26.7,100.0,100.0,0.657,100.0,100.0,100.0,82.2,59.6,49.6,33.0,7.5,0.0,0.0,0.0
Sikkim,2020,37.6,29.9,100.0,100.0,0.661,100.0,100.0,100.0,93.7,78.1,57.6,48.4,25.8,0.2,0.0,0.0
Sikkim,2021,35.6,29.8,100.0,100.0,0.661,100.0,100.0,100.0,89.9,73.1,53.5,38.9,10.8,0.0,0.0,0.0
Tamil Nadu,1998,19.8,18.8,100.0,100.0,64.266,100.0,97.8,87.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,1999,22.3,21.1,100.0,100.0,64.266,100.0,98.0,91.3,32.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2000,22.9,21.8,100.0,100.0,64.266,100.0,98.4,94.5,30.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2001,25.8,25.1,100.0,100.0,65.253,100.0,99.5,97.3,66.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2002,24.5,23.8,100.0,100.0,66.241,100.0,99.8,97.0,52.7,7.1,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2003,25.0,24.1,100.0,100.0,67.228,100.0,99.8,97.7,51.7,11.6,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2004,26.4,25.7,100.0,100.0,68.215,100.0,100.0,98.0,71.0,17.6,0.1,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2005,27.9,27.0,100.0,100.0,69.203,100.0,99.9,98.0,83.3,29.7,5.1,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2006,27.5,26.6,100.0,100.0,70.119,100.0,100.0,98.1,79.1,26.4,3.8,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2007,28.5,27.2,100.0,100.0,71.035,100.0,99.9,98.2,83.2,34.6,10.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2008,29.6,28.4,100.0,100.0,71.951,100.0,100.0,99.1,89.5,44.8,14.1,0.7,0.0,0.0,0.0,0.0
Tamil Nadu,2009,29.1,27.7,100.0,100.0,72.867,100.0,100.0,98.6,84.4,40.7,13.8,0.7,0.0,0.0,0.0,0.0
Tamil Nadu,2010,29.1,28.1,100.0,100.0,73.783,100.0,100.0,98.3,87.6,41.2,9.1,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2011,30.4,29.5,100.0,100.0,74.601,100.0,100.0,99.3,92.3,53.1,15.8,1.5,0.0,0.0,0.0,0.0
Tamil Nadu,2012,30.0,28.7,100.0,100.0,75.419,100.0,100.0,98.7,88.5,49.4,15.3,1.5,0.0,0.0,0.0,0.0
Tamil Nadu,2013,28.1,26.7,100.0,100.0,76.237,100.0,100.0,98.3,80.2,29.8,8.4,0.1,0.0,0.0,0.0,0.0
Tamil Nadu,2014,29.9,28.4,100.0,100.0,77.055,100.0,100.0,99.0,88.9,46.5,13.0,3.2,0.0,0.0,0.0,0.0
Tamil Nadu,2015,25.9,24.7,100.0,100.0,77.873,100.0,100.0,97.9,57.9,17.9,0.5,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2016,30.2,28.3,100.0,100.0,78.646,100.0,100.0,99.3,89.0,46.2,16.5,6.4,0.0,0.0,0.0,0.0
Tamil Nadu,2017,30.8,29.1,100.0,100.0,79.420,100.0,100.0,99.0,90.3,54.3,21.9,6.7,0.0,0.0,0.0,0.0
Tamil Nadu,2018,31.6,30.3,100.0,100.0,80.193,100.0,100.0,99.4,93.2,70.3,21.8,3.5,0.0,0.0,0.0,0.0
Tamil Nadu,2019,28.0,26.2,100.0,100.0,80.966,100.0,99.7,97.9,78.8,27.4,11.5,4.1,0.0,0.0,0.0,0.0
Tamil Nadu,2020,27.1,25.7,100.0,100.0,81.740,100.0,99.8,98.2,72.9,23.9,5.3,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2021,29.5,27.9,100.0,100.0,81.740,100.0,100.0,99.2,87.2,38.8,16.7,4.3,0.0,0.0,0.0,0.0
Telangana,1998,21.6,20.3,100.0,99.8,32.035,100.0,100.0,99.5,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,1999,23.5,22.6,100.0,99.8,32.035,100.0,100.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2000,24.8,23.8,100.0,99.8,32.035,100.0,100.0,100.0,48.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2001,27.1,26.3,100.0,99.8,32.459,100.0,100.0,100.0,79.2,13.5,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2002,27.3,26.5,100.0,99.8,32.883,100.0,100.0,100.0,84.2,14.8,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2003,28.3,27.4,100.0,99.8,33.307,100.0,100.0,100.0,91.7,26.3,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2004,28.5,27.6,100.0,99.8,33.731,100.0,100.0,100.0,90.3,33.4,0.1,0.0,0.0,0.0,0.0,0.0
Telangana,2005,30.4,29.2,100.0,99.8,34.155,100.0,100.0,100.0,98.6,53.1,7.0,0.0,0.0,0.0,0.0,0.0
Telangana,2006,32.0,30.6,100.0,99.8,34.547,100.0,100.0,100.0,99.9,71.3,19.2,0.4,0.0,0.0,0.0,0.0
Telangana,2007,33.2,31.7,100.0,99.8,34.939,100.0,100.0,100.0,100.0,82.0,28.3,3.5,0.0,0.0,0.0,0.0
Telangana,2008,33.9,32.3,100.0,99.8,35.331,100.0,100.0,100.0,100.0,84.0,37.5,7.7,0.0,0.0,0.0,0.0
Telangana,2009,35.1,33.3,100.0,99.8,35.723,100.0,100.0,100.0,100.0,95.0,44.5,12.1,0.9,0.0,0.0,0.0
Telangana,2010,33.8,32.0,100.0,99.8,36.115,100.0,100.0,100.0,100.0,84.8,32.9,8.7,0.0,0.0,0.0,0.0
Telangana,2011,34.5,33.1,100.0,99.8,36.466,100.0,100.0,100.0,100.0,94.6,38.6,10.1,0.0,0.0,0.0,0.0
Telangana,2012,33.1,31.5,100.0,99.8,36.818,100.0,100.0,100.0,100.0,80.3,26.2,4.7,0.0,0.0,0.0,0.0
Telangana,2013,34.3,32.9,100.0,99.8,37.169,100.0,100.0,100.0,100.0,88.1,39.8,9.3,0.5,0.0,0.0,0.0
Telangana,2014,35.9,34.4,100.0,99.8,37.520,100.0,100.0,100.0,100.0,99.7,51.2,15.2,2.9,0.0,0.0,0.0
Telangana,2015,33.2,31.9,100.0,99.8,37.872,100.0,100.0,100.0,99.9,80.5,29.6,5.9,0.0,0.0,0.0,0.0
Telangana,2016,34.8,32.7,100.0,99.8,38.214,100.0,100.0,100.0,100.0,87.3,41.5,15.5,3.0,0.0,0.0,0.0
Telangana,2017,36.9,34.5,100.0,99.8,38.556,100.0,100.0,100.0,100.0,97.0,58.2,23.0,8.3,1.5,0.0,0.0
Telangana,2018,36.8,34.6,100.0,99.8,38.897,100.0,100.0,100.0,100.0,98.4,56.3,24.1,7.7,0.0,0.0,0.0
Telangana,2019,35.5,33.8,100.0,99.8,39.239,100.0,100.0,100.0,100.0,87.7,48.6,20.4,2.8,0.0,0.0,0.0
Telangana,2020,35.2,33.6,100.0,99.8,39.581,100.0,100.0,100.0,99.9,86.7,46.5,17.7,2.6,0.0,0.0,0.0
Telangana,2021,39.2,37.3,100.0,99.8,39.581,100.0,100.0,100.0,100.0,98.8,81.3,40.2,13.2,2.3,0.0,0.0
Tripura,1998,46.1,44.1,100.0,100.0,3.418,100.0,100.0,100.0,100.0,99.8,93.9,78.2,61.6,33.4,5.3,0.5
Tripura,1999,45.7,43.0,100.0,100.0,3.418,100.0,100.0,100.0,100.0,99.0,86.5,72.1,59.9,36.5,10.3,1.5
Tripura,2000,49.1,46.6,100.0,100.0,3.418,100.0,100.0,100.0,100.0,99.9,98.7,88.0,71.7,55.9,19.5,1.6
Tripura,2001,51.1,48.2,100.0,100.0,3.470,100.0,100.0,100.0,100.0,100.0,98.5,84.4,75.0,63.7,42.6,8.0
Tripura,2002,49.7,47.3,100.0,100.0,3.521,100.0,100.0,100.0,100.0,100.0,99.3,86.9,72.6,57.3,27.9,3.3
Tripura,2003,53.0,50.5,100.0,100.0,3.573,100.0,100.0,100.0,100.0,100.0,99.9,95.5,82.4,68.9,49.7,16.6
Tripura,2004,53.7,50.7,100.0,100.0,3.624,100.0,100.0,100.0,100.0,100.0,100.0,93.4,80.0,68.5,54.1,26.3
Tripura,2005,55.4,51.9,100.0,100.0,3.676,100.0,100.0,100.0,100.0,99.9,99.4,91.7,79.9,70.3,59.2,40.0
Tripura,2006,60.3,57.8,100.0,100.0,3.722,100.0,100.0,100.0,100.0,100.0,100.0,99.9,97.4,85.0,73.1,59.7
Tripura,2007,57.1,54.0,100.0,100.0,3.768,100.0,100.0,100.0,100.0,100.0,100.0,99.8,91.3,75.6,62.3,41.8
Tripura,2008,58.9,55.6,100.0,100.0,3.814,100.0,100.0,100.0,100.0,100.0,100.0,98.9,88.1,76.3,66.1,55.0
Tripura,2009,65.1,61.1,100.0,100.0,3.860,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.4,85.6,75.7,68.2
Tripura,2010,61.3,57.0,100.0,100.0,3.906,100.0,100.0,100.0,100.0,100.0,100.0,99.8,96.5,81.1,69.5,58.0
Tripura,2011,64.6,61.1,100.0,100.0,3.946,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,90.7,78.3,70.0
Tripura,2012,65.1,61.3,100.0,100.0,3.986,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,92.9,79.3,70.0
Tripura,2013,58.5,55.4,100.0,100.0,4.026,100.0,100.0,100.0,100.0,100.0,100.0,99.7,92.5,78.1,66.4,53.0
Tripura,2014,66.7,63.8,100.0,100.0,4.066,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,91.6,80.0,71.8
Tripura,2015,62.6,59.1,100.0,100.0,4.106,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4,84.0,73.6,66.6
Tripura,2016,64.9,62.2,100.0,100.0,4.143,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.3,90.5,78.4,70.0
Tripura,2017,57.9,54.5,100.0,100.0,4.179,100.0,100.0,100.0,100.0,100.0,100.0,97.6,87.8,73.4,65.6,52.5
Tripura,2018,76.5,72.5,100.0,100.0,4.216,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,96.5,88.6
Tripura,2019,64.9,61.9,100.0,100.0,4.252,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.7,90.6,77.3,69.0
Tripura,2020,67.6,63.9,100.0,100.0,4.289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,93.9,82.9,71.0
Tripura,2021,70.6,67.6,100.0,100.0,4.289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,92.4,80.9
Uttar Pradesh,1998,66.3,63.4,100.0,99.9,169.701,100.0,100.0,100.0,99.8,99.6,96.6,91.9,86.7,82.0,76.7,70.4
Uttar Pradesh,1999,64.3,61.9,100.0,99.9,169.701,100.0,100.0,100.0,100.0,99.6,97.1,93.8,88.5,82.9,77.3,69.4
Uttar Pradesh,2000,71.4,68.3,100.0,99.9,169.701,100.0,100.0,100.0,100.0,99.8,99.2,97.3,94.2,89.4,84.4,78.9
Uttar Pradesh,2001,76.9,73.6,100.0,99.9,173.057,100.0,100.0,100.0,100.0,100.0,99.8,98.1,94.9,90.9,87.4,83.7
Uttar Pradesh,2002,78.0,74.8,100.0,99.9,176.413,100.0,100.0,100.0,100.0,100.0,99.8,98.6,96.3,92.8,89.3,85.1
Uttar Pradesh,2003,85.2,81.6,100.0,99.9,179.769,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.2,95.9,92.3,88.9
Uttar Pradesh,2004,85.4,81.9,100.0,99.9,183.125,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.1,96.7,94.0,90.3
Uttar Pradesh,2005,81.0,77.7,100.0,99.9,186.481,100.0,100.0,100.0,100.0,100.0,99.8,99.2,97.0,94.4,90.7,87.4
Uttar Pradesh,2006,79.1,75.7,100.0,99.9,189.735,100.0,100.0,100.0,100.0,100.0,99.9,99.4,97.8,95.5,92.3,87.6
Uttar Pradesh,2007,84.1,80.6,100.0,99.9,192.989,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.1,97.3,94.6,91.0
Uttar Pradesh,2008,94.8,91.0,100.0,99.9,196.243,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.4,97.6,95.4
Uttar Pradesh,2009,90.5,86.7,100.0,99.9,199.497,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.4,97.9,95.9,93.4
Uttar Pradesh,2010,92.5,88.5,100.0,99.9,202.751,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.2,97.7,96.1,94.3
Uttar Pradesh,2011,98.7,94.5,100.0,99.9,205.810,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.0,96.1
Uttar Pradesh,2012,90.6,87.1,100.0,99.9,208.870,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.9,97.1,93.2
Uttar Pradesh,2013,92.8,89.1,100.0,99.9,211.930,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.4,98.0,95.6
Uttar Pradesh,2014,87.2,84.0,100.0,99.9,214.989,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.6,98.8,97.0,94.1
Uttar Pradesh,2015,88.4,85.1,100.0,99.9,218.049,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.4,98.7,97.4,95.2
Uttar Pradesh,2016,97.9,93.3,100.0,99.9,221.045,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.3,98.5,97.0
Uttar Pradesh,2017,92.9,89.4,100.0,99.9,224.042,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.5,98.5,96.8,94.3
Uttar Pradesh,2018,92.9,89.2,100.0,99.9,227.038,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.5,98.9,97.8,96.1
Uttar Pradesh,2019,97.7,94.2,100.0,99.9,230.035,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.2,96.5,93.8
Uttar Pradesh,2020,92.2,88.5,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.6,97.0,94.1
Uttar Pradesh,2021,99.4,95.3,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.5,96.3
Uttarakhand,1998,28.9,24.1,100.0,100.0,8.965,100.0,100.0,99.5,72.6,44.0,14.0,6.1,0.0,0.0,0.0,0.0
Uttarakhand,1999,28.8,23.9,100.0,100.0,8.965,100.0,100.0,99.6,68.6,41.5,15.5,8.8,0.0,0.0,0.0,0.0
Uttarakhand,2000,35.7,32.2,100.0,100.0,8.965,100.0,100.0,100.0,99.1,78.8,59.7,23.6,7.8,0.0,0.0,0.0
Uttarakhand,2001,35.5,31.6,100.0,100.0,9.125,100.0,100.0,100.0,99.2,75.2,57.6,25.5,6.4,0.0,0.0,0.0
Uttarakhand,2002,35.4,30.5,100.0,100.0,9.285,100.0,100.0,100.0,95.7,73.4,55.6,28.4,6.8,0.0,0.0,0.0
Uttarakhand,2003,37.6,31.4,100.0,100.0,9.445,100.0,100.0,100.0,89.6,76.0,61.3,50.0,21.5,5.9,0.0,0.0
Uttarakhand,2004,40.1,34.0,100.0,100.0,9.604,100.0,100.0,100.0,97.9,84.8,71.8,55.9,30.6,11.4,2.4,0.0
Uttarakhand,2005,34.0,28.2,100.0,100.0,9.764,100.0,100.0,100.0,83.8,61.9,45.9,25.9,10.3,2.0,0.0,0.0
Uttarakhand,2006,36.5,29.2,100.0,100.0,9.922,100.0,100.0,100.0,88.3,68.3,55.1,42.4,18.6,8.3,0.5,0.0
Uttarakhand,2007,37.3,29.7,100.0,100.0,10.080,100.0,100.0,100.0,91.3,64.7,53.7,44.2,24.2,13.6,6.5,0.0
Uttarakhand,2008,42.6,34.1,100.0,100.0,10.238,100.0,100.0,100.0,99.4,83.2,65.1,54.7,47.1,32.1,16.2,5.9
Uttarakhand,2009,39.7,31.3,100.0,100.0,10.396,100.0,100.0,100.0,93.7,72.8,59.8,54.0,35.7,17.2,9.2,2.2
Uttarakhand,2010,39.8,30.8,100.0,100.0,10.554,100.0,100.0,100.0,88.9,69.3,58.6,52.9,39.3,19.6,11.5,4.4
Uttarakhand,2011,44.4,34.2,100.0,100.0,10.706,100.0,100.0,100.0,99.5,82.2,68.9,58.8,52.9,37.8,18.6,13.0
Uttarakhand,2012,42.5,34.3,100.0,100.0,10.859,100.0,100.0,100.0,99.1,83.6,62.9,55.0,46.7,36.0,16.9,0.4
Uttarakhand,2013,43.5,33.3,100.0,100.0,11.011,100.0,100.0,100.0,96.2,81.0,63.7,56.9,51.1,37.6,18.7,12.3
Uttarakhand,2014,42.9,33.8,100.0,100.0,11.164,100.0,100.0,100.0,99.8,82.5,63.1,56.5,50.8,32.0,15.7,7.2
Uttarakhand,2015,44.7,34.9,100.0,100.0,11.316,100.0,100.0,100.0,99.8,85.5,66.9,58.9,54.2,46.0,21.4,11.5
Uttarakhand,2016,47.9,37.0,100.0,100.0,11.472,100.0,100.0,100.0,100.0,91.1,74.4,62.4,57.7,53.7,38.2,19.3
Uttarakhand,2017,42.8,32.7,100.0,100.0,11.627,100.0,100.0,100.0,94.9,78.4,65.4,59.1,53.6,35.7,16.7,4.2
Uttarakhand,2018,45.8,34.8,100.0,100.0,11.782,100.0,100.0,100.0,98.5,84.6,69.7,61.7,57.2,49.9,25.2,14.3
Uttarakhand,2019,40.8,30.7,100.0,100.0,11.937,100.0,100.0,100.0,90.9,73.4,61.3,56.4,48.4,26.9,9.7,0.3
Uttarakhand,2020,41.2,31.2,100.0,100.0,12.092,100.0,100.0,100.0,93.6,74.6,61.3,55.6,41.5,27.6,14.0,6.5
Uttarakhand,2021,47.1,36.9,100.0,100.0,12.092,100.0,100.0,100.0,99.9,95.6,78.6,62.5,58.4,51.4,23.7,13.7
West Bengal,1998,35.7,36.4,100.0,99.9,81.845,100.0,100.0,100.0,99.3,89.3,52.9,14.9,6.8,0.9,0.0,0.0
West Bengal,1999,37.7,37.8,100.0,99.9,81.845,100.0,100.0,100.0,99.3,94.1,77.8,28.8,4.6,0.1,0.0,0.0
West Bengal,2000,42.2,42.3,100.0,99.9,81.845,100.0,100.0,100.0,99.7,98.7,93.2,68.3,34.7,1.1,0.0,0.0
West Bengal,2001,43.5,43.9,100.0,99.9,82.974,100.0,100.0,100.0,99.9,99.5,95.2,75.4,41.4,9.4,0.5,0.0
West Bengal,2002,45.4,45.3,100.0,99.9,84.104,100.0,100.0,100.0,99.8,98.7,94.7,84.5,58.1,22.4,1.0,0.0
West Bengal,2003,45.4,45.9,100.0,99.9,85.234,100.0,100.0,100.0,100.0,99.6,97.6,83.1,52.6,24.4,2.2,0.0
West Bengal,2004,47.3,47.7,100.0,99.9,86.363,100.0,100.0,100.0,100.0,99.7,97.4,91.9,69.7,32.2,5.6,0.1
West Bengal,2005,49.3,48.9,100.0,99.9,87.493,100.0,100.0,100.0,100.0,99.9,99.0,94.8,83.2,48.0,10.8,0.1
West Bengal,2006,54.9,54.4,100.0,99.9,88.502,100.0,100.0,100.0,100.0,100.0,99.8,99.1,95.9,84.8,54.2,13.2
West Bengal,2007,54.4,54.3,100.0,99.9,89.511,100.0,100.0,100.0,100.0,99.9,99.5,98.1,94.0,80.8,47.2,19.2
West Bengal,2008,59.6,59.2,100.0,99.9,90.519,100.0,100.0,100.0,100.0,100.0,99.5,98.6,94.7,91.9,79.8,51.3
West Bengal,2009,61.8,61.3,100.0,99.9,91.528,100.0,100.0,100.0,100.0,100.0,100.0,99.7,97.8,95.2,86.7,62.7
West Bengal,2010,53.3,53.6,100.0,99.9,92.537,100.0,100.0,100.0,100.0,99.8,99.3,98.4,92.5,73.9,43.4,10.4
West Bengal,2011,62.3,62.1,100.0,99.9,93.392,100.0,100.0,100.0,100.0,100.0,99.7,98.8,95.2,93.4,86.0,62.3
West Bengal,2012,61.6,61.8,100.0,99.9,94.248,100.0,100.0,100.0,100.0,100.0,99.8,99.3,98.4,94.9,85.5,57.3
West Bengal,2013,60.3,60.5,100.0,99.9,95.103,100.0,100.0,100.0,100.0,99.8,99.4,98.7,95.6,92.5,80.1,50.5
West Bengal,2014,64.2,63.3,100.0,99.9,95.958,100.0,100.0,100.0,100.0,99.9,99.6,98.7,95.5,93.8,89.8,79.8
West Bengal,2015,60.5,60.4,100.0,99.9,96.814,100.0,100.0,100.0,100.0,99.8,99.5,96.8,94.4,93.0,83.6,58.9
West Bengal,2016,63.2,61.5,100.0,99.9,97.581,100.0,100.0,100.0,99.9,99.7,99.1,95.8,94.1,92.9,89.4,75.0
West Bengal,2017,60.3,60.4,100.0,99.9,98.349,100.0,100.0,100.0,100.0,99.8,99.5,98.0,94.5,90.9,79.2,56.0
West Bengal,2018,65.9,65.1,100.0,99.9,99.116,100.0,100.0,100.0,100.0,99.9,99.7,99.3,98.1,94.6,91.6,78.9
