Region,Year,Population-Weighted PM2.5 [ug/m3],Geographic-Mean PM2.5 [ug/m3],Population Coverage [%],Geographic Coverage [%],Total Population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Dadra and Nagar Haveli,2011,31.3,31.4,100.0,100.0,0.369,100.0,100.0,100.0,100.0,89.9,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2012,31.7,31.7,100.0,100.0,0.383,100.0,100.0,100.0,100.0,91.6,0.1,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2013,31.4,31.5,100.0,100.0,0.398,100.0,100.0,100.0,100.0,89.2,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2014,30.2,30.3,100.0,100.0,0.412,100.0,100.0,100.0,100.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2015,31.1,31.2,100.0,100.0,0.426,100.0,100.0,100.0,100.0,85.6,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2016,29.5,29.5,100.0,100.0,0.443,100.0,100.0,100.0,100.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2017,34.5,34.5,100.0,100.0,0.460,100.0,100.0,100.0,100.0,100.0,35.6,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2018,33.0,33.1,100.0,100.0,0.477,100.0,100.0,100.0,100.0,100.0,4.5,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2019,32.1,32.1,100.0,100.0,0.494,100.0,100.0,100.0,100.0,96.9,0.3,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2020,31.5,31.5,100.0,100.0,0.510,100.0,100.0,100.0,100.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2021,33.1,33.1,100.0,100.0,0.510,100.0,100.0,100.0,100.0,99.9,3.5,0.0,0.0,0.0,0.0,0.0
Daman and Diu,1998,26.7,26.4,98.0,97.4,0.094,100.0,100.0,100.0,33.7,33.7,29.8,0.0,0.0,0.0,0.0,0.0
Daman and Diu,1999,25.9,25.7,98.0,97.4,0.094,100.0,100.0,100.0,33.7,33.7,3.2,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2000,26.7,26.5,98.0,97.4,0.094,100.0,100.0,100.0,33.7,30.6,1.5,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2001,26.1,26.0,97.9,97.4,0.098,100.0,100.0,100.0,32.8,25.6,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2002,26.3,26.4,97.9,97.4,0.102,100.0,100.0,100.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2003,29.8,29.9,97.9,97.4,0.106,100.0,100.0,100.0,100.0,28.4,21.6,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2004,29.0,29.1,97.9,97.4,0.111,100.0,100.0,100.0,100.0,27.8,1.4,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2005,29.2,29.3,97.8,97.4,0.115,100.0,100.0,100.0,100.0,27.2,1.3,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2006,30.1,30.1,97.8,97.4,0.120,100.0,100.0,100.0,100.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2007,30.7,30.8,97.8,97.4,0.125,100.0,100.0,100.0,100.0,32.0,10.8,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2008,32.6,32.7,97.8,97.4,0.130,100.0,100.0,100.0,100.0,100.0,23.9,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2009,30.7,30.8,97.7,97.4,0.135,100.0,100.0,100.0,100.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2010,31.0,31.1,97.7,97.4,0.140,100.0,100.0,100.0,100.0,89.7,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2011,31.7,31.8,97.7,97.4,0.146,100.0,100.0,100.0,100.0,98.7,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2012,32.3,32.4,97.7,97.4,0.152,100.0,100.0,100.0,100.0,98.7,5.6,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2013,32.7,32.9,97.7,97.4,0.158,100.0,100.0,100.0,100.0,99.5,20.5,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2014,30.8,31.1,97.6,97.4,0.164,100.0,100.0,100.0,100.0,49.5,12.6,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2015,32.9,32.8,97.6,97.4,0.170,100.0,100.0,100.0,100.0,99.5,1.2,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2016,31.8,31.8,97.6,97.4,0.177,100.0,100.0,100.0,99.9,98.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2017,36.0,35.8,97.6,97.4,0.184,100.0,100.0,100.0,100.0,99.6,86.7,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2018,35.6,35.7,97.6,97.4,0.191,100.0,100.0,100.0,100.0,99.9,64.2,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2019,34.7,34.6,97.5,97.4,0.199,100.0,100.0,100.0,100.0,99.6,33.9,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2020,34.1,34.0,97.5,97.4,0.206,100.0,100.0,100.0,100.0,99.6,21.7,0.0,0.0,0.0,0.0,0.0
Daman and Diu,2021,35.2,35.0,97.5,97.4,0.206,100.0,100.0,100.0,100.0,99.6,68.2,0.0,0.0,0.0,0.0,0.0
Goa,1998,22.4,21.9,100.0,99.9,1.374,100.0,100.0,100.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,1999,23.4,22.8,100.0,99.9,1.374,100.0,100.0,100.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2000,25.2,24.4,100.0,99.9,1.374,100.0,100.0,100.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2001,24.8,24.7,100.0,99.9,1.385,100.0,100.0,100.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2002,26.4,26.4,100.0,99.9,1.397,100.0,100.0,100.0,89.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2003,27.9,28.0,100.0,99.9,1.409,100.0,100.0,100.0,98.4,5.2,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2004,26.8,27.1,100.0,99.9,1.420,100.0,100.0,100.0,96.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2005,28.2,28.5,100.0,99.9,1.432,100.0,100.0,100.0,98.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2006,27.3,27.8,100.0,99.9,1.441,100.0,100.0,100.0,96.4,9.1,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2007,31.0,31.4,100.0,99.9,1.450,100.0,100.0,100.0,100.0,71.3,3.1,0.0,0.0,0.0,0.0,0.0
Goa,2008,32.4,32.5,100.0,99.9,1.459,100.0,100.0,100.0,100.0,93.0,9.4,0.0,0.0,0.0,0.0,0.0
Goa,2009,33.6,33.6,100.0,99.9,1.467,100.0,100.0,100.0,100.0,97.5,19.7,0.0,0.0,0.0,0.0,0.0
Goa,2010,30.3,30.1,100.0,99.9,1.476,100.0,100.0,100.0,100.0,62.1,0.1,0.0,0.0,0.0,0.0,0.0
Goa,2011,31.3,30.9,100.0,99.9,1.482,100.0,100.0,100.0,100.0,78.9,2.7,0.0,0.0,0.0,0.0,0.0
Goa,2012,32.4,32.0,100.0,99.9,1.488,100.0,100.0,100.0,100.0,90.2,6.4,0.0,0.0,0.0,0.0,0.0
Goa,2013,29.9,29.2,100.0,99.9,1.493,100.0,100.0,100.0,98.5,55.8,0.1,0.0,0.0,0.0,0.0,0.0
Goa,2014,34.0,33.5,100.0,99.9,1.499,100.0,100.0,100.0,100.0,95.9,35.8,0.0,0.0,0.0,0.0,0.0
Goa,2015,32.8,31.7,100.0,99.9,1.505,100.0,100.0,100.0,99.9,85.4,21.0,0.0,0.0,0.0,0.0,0.0
Goa,2016,32.4,31.9,100.0,99.9,1.508,100.0,100.0,100.0,100.0,88.5,14.4,0.0,0.0,0.0,0.0,0.0
Goa,2017,34.6,34.2,100.0,99.9,1.512,100.0,100.0,100.0,100.0,98.2,46.9,0.1,0.0,0.0,0.0,0.0
Goa,2018,35.8,34.9,100.0,99.9,1.516,100.0,100.0,100.0,100.0,99.1,62.5,3.5,0.0,0.0,0.0,0.0
Goa,2019,30.7,30.1,100.0,99.9,1.519,100.0,100.0,100.0,99.7,61.5,1.6,0.0,0.0,0.0,0.0,0.0
Goa,2020,34.4,33.9,100.0,99.9,1.523,100.0,100.0,100.0,100.0,97.2,37.7,1.0,0.0,0.0,0.0,0.0
Goa,2021,36.1,35.6,100.0,99.9,1.523,100.0,100.0,100.0,100.0,99.5,64.2,7.5,0.0,0.0,0.0,0.0
Gujarat,1998,36.0,36.8,99.8,98.7,51.638,100.0,100.0,100.0,91.3,78.5,51.8,33.6,14.9,3.0,0.0,0.0
Gujarat,1999,36.2,36.6,99.8,98.7,51.638,100.0,100.0,99.9,91.1,77.5,51.0,32.2,20.4,5.3,0.0,0.0
Gujarat,2000,36.3,37.9,99.8,98.7,51.638,100.0,100.0,100.0,93.5,82.8,54.3,32.6,14.3,0.6,0.0,0.0
Gujarat,2001,37.7,39.9,99.8,98.7,52.607,100.0,100.0,100.0,94.7,82.1,58.0,36.8,23.3,7.4,0.6,0.0
Gujarat,2002,39.2,42.4,99.8,98.7,53.576,100.0,100.0,100.0,95.8,86.4,65.3,41.4,27.8,12.5,5.2,0.7
Gujarat,2003,42.1,44.2,99.8,98.7,54.544,100.0,100.0,100.0,99.7,93.7,82.7,51.5,35.5,23.8,6.9,0.3
Gujarat,2004,42.5,45.2,99.8,98.7,55.513,100.0,100.0,100.0,99.8,93.4,81.8,54.0,37.1,25.6,8.8,0.8
Gujarat,2005,41.3,43.0,99.8,98.7,56.481,100.0,100.0,100.0,99.6,92.3,78.3,51.4,32.7,21.0,2.2,0.1
Gujarat,2006,42.7,44.1,99.8,98.7,57.420,100.0,100.0,100.0,99.9,94.2,82.8,60.0,35.5,24.2,8.4,0.2
Gujarat,2007,41.2,42.0,99.8,98.7,58.359,100.0,100.0,100.0,99.9,94.9,80.8,58.0,29.7,13.0,0.3,0.0
Gujarat,2008,44.5,45.7,99.8,98.7,59.298,100.0,100.0,100.0,100.0,98.2,90.6,73.9,43.8,24.9,8.5,0.2
Gujarat,2009,42.2,43.3,99.8,98.7,60.237,100.0,100.0,100.0,100.0,95.7,83.9,63.8,32.9,19.0,0.9,0.1
Gujarat,2010,42.5,43.3,99.8,98.7,61.176,100.0,100.0,100.0,99.9,96.4,82.8,61.7,35.6,21.9,3.5,0.1
Gujarat,2011,42.9,43.5,99.8,98.7,62.061,100.0,100.0,100.0,100.0,97.8,86.6,66.7,37.5,20.1,1.6,0.0
Gujarat,2012,45.9,47.1,99.8,98.7,62.946,100.0,100.0,100.0,100.0,98.7,88.8,75.6,51.7,34.0,19.9,1.5
Gujarat,2013,44.5,45.9,99.8,98.7,63.831,100.0,100.0,100.0,100.0,99.1,92.0,77.3,41.7,24.9,4.5,0.2
Gujarat,2014,44.3,45.0,99.8,98.7,64.716,100.0,100.0,100.0,100.0,96.6,87.9,74.7,45.0,23.8,9.5,0.1
Gujarat,2015,44.3,45.7,99.8,98.7,65.601,100.0,100.0,100.0,100.0,98.3,89.7,73.2,41.1,23.8,9.8,0.5
Gujarat,2016,41.8,42.6,99.8,98.7,66.475,100.0,100.0,100.0,99.9,95.8,84.0,58.9,32.4,13.9,1.6,0.1
Gujarat,2017,47.4,47.1,99.8,98.7,67.349,100.0,100.0,100.0,100.0,99.6,94.3,82.6,66.1,32.3,15.6,9.3
Gujarat,2018,47.4,48.5,99.8,98.7,68.223,100.0,100.0,100.0,100.0,99.9,95.0,84.2,61.7,33.9,19.5,4.8
Gujarat,2019,49.1,48.5,99.8,98.7,69.097,100.0,100.0,100.0,100.0,99.6,94.4,86.6,73.4,44.0,21.8,11.0
Gujarat,2020,46.6,46.2,99.8,98.7,69.971,100.0,100.0,100.0,100.0,99.7,94.4,85.0,59.2,27.6,11.9,4.3
Gujarat,2021,48.9,47.9,99.8,98.7,69.971,100.0,100.0,100.0,100.0,99.9,95.5,87.7,71.9,43.4,19.2,10.3
Haryana,1998,56.1,53.5,100.0,100.0,21.458,100.0,100.0,100.0,99.7,98.1,97.0,95.7,82.4,64.5,47.2,32.8
Haryana,1999,57.4,54.9,100.0,100.0,21.458,100.0,100.0,100.0,99.8,98.2,97.2,96.1,88.3,70.8,52.7,40.1
Haryana,2000,63.7,61.0,100.0,100.0,21.458,100.0,100.0,100.0,100.0,99.9,98.3,97.5,96.0,87.3,73.8,54.7
Haryana,2001,67.7,64.9,100.0,100.0,21.867,100.0,100.0,100.0,100.0,100.0,98.7,97.2,95.1,85.7,82.3,64.2
Haryana,2002,70.5,67.6,100.0,100.0,22.276,100.0,100.0,100.0,100.0,100.0,98.9,97.7,96.3,93.0,85.9,80.3
Haryana,2003,79.4,76.0,100.0,100.0,22.685,100.0,100.0,100.0,100.0,100.0,99.9,98.1,97.1,94.9,88.3,85.8
Haryana,2004,77.8,74.6,100.0,100.0,23.094,100.0,100.0,100.0,100.0,100.0,100.0,98.7,97.6,96.2,94.2,88.3
Haryana,2005,74.9,71.6,100.0,100.0,23.503,100.0,100.0,100.0,100.0,100.0,99.0,97.6,96.2,94.2,88.3,84.4
Haryana,2006,73.2,70.6,100.0,100.0,23.906,100.0,100.0,100.0,100.0,100.0,99.8,98.3,97.1,95.8,93.2,86.9
Haryana,2007,79.9,76.8,100.0,100.0,24.310,100.0,100.0,100.0,100.0,100.0,99.8,98.3,97.2,96.0,94.1,89.0
Haryana,2008,85.5,81.0,100.0,100.0,24.714,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.5,97.7,96.9,95.9
Haryana,2009,80.6,77.1,100.0,100.0,25.117,100.0,100.0,100.0,100.0,100.0,100.0,98.7,97.6,96.4,94.5,91.3
Haryana,2010,93.6,88.4,100.0,100.0,25.521,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.7,97.5,96.4,95.2
Haryana,2011,95.7,90.0,100.0,100.0,25.912,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.7,98.1,97.3,96.4
Haryana,2012,86.7,82.7,100.0,100.0,26.303,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.5,97.6,96.6,94.6
Haryana,2013,87.0,82.3,100.0,100.0,26.694,100.0,100.0,100.0,100.0,100.0,100.0,99.5,98.6,97.9,97.0,95.9
Haryana,2014,84.6,80.5,100.0,100.0,27.085,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.6,97.9,96.8,95.4
Haryana,2015,86.3,82.5,100.0,100.0,27.477,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,98.3,97.6,96.5
Haryana,2016,90.6,85.3,100.0,100.0,27.876,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.2,98.4,97.6
Haryana,2017,90.1,85.2,100.0,100.0,28.276,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.1,97.9,96.9,95.8
Haryana,2018,93.2,87.8,100.0,100.0,28.676,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.4,97.7,96.6
Haryana,2019,95.6,90.1,100.0,100.0,29.076,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.5,97.8,96.6,95.3
Haryana,2020,87.3,82.4,100.0,100.0,29.476,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.5,97.8,96.8,95.7
Haryana,2021,99.4,93.9,100.0,100.0,29.476,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,98.3,97.3,96.4
Himachal Pradesh,1998,22.4,19.2,100.0,100.0,6.309,100.0,99.9,99.0,22.0,3.8,0.1,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,1999,22.2,19.8,100.0,100.0,6.309,100.0,100.0,99.6,17.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2000,28.3,26.5,100.0,100.0,6.309,100.0,100.0,100.0,75.3,33.2,7.9,0.7,0.0,0.0,0.0,0.0
Himachal Pradesh,2001,29.6,26.8,100.0,100.0,6.397,100.0,100.0,99.9,86.4,44.1,9.1,1.1,0.0,0.0,0.0,0.0
Himachal Pradesh,2002,29.5,26.5,100.0,100.0,6.484,100.0,100.0,100.0,82.2,46.0,11.1,3.0,0.1,0.0,0.0,0.0
Himachal Pradesh,2003,30.1,26.7,100.0,100.0,6.571,100.0,100.0,100.0,84.1,46.6,15.4,5.2,1.3,0.0,0.0,0.0
Himachal Pradesh,2004,30.7,27.8,100.0,100.0,6.658,100.0,100.0,100.0,87.1,52.0,18.2,6.2,1.3,0.0,0.0,0.0
Himachal Pradesh,2005,27.0,24.0,100.0,100.0,6.746,100.0,100.0,99.9,60.7,24.1,10.3,2.0,0.1,0.0,0.0,0.0
Himachal Pradesh,2006,27.9,24.2,100.0,100.0,6.824,100.0,100.0,99.9,69.1,27.1,11.2,4.0,0.5,0.0,0.0,0.0
Himachal Pradesh,2007,27.9,24.5,100.0,100.0,6.902,100.0,100.0,99.9,68.3,25.5,12.0,3.9,0.4,0.0,0.0,0.0
Himachal Pradesh,2008,30.3,25.9,100.0,100.0,6.980,100.0,100.0,99.9,80.3,40.5,22.2,10.2,3.6,0.4,0.0,0.0
Himachal Pradesh,2009,28.8,25.5,100.0,100.0,7.058,100.0,100.0,100.0,70.4,34.2,17.3,6.8,1.7,0.1,0.0,0.0
Himachal Pradesh,2010,30.0,25.2,100.0,100.0,7.135,100.0,100.0,99.9,79.3,39.3,21.3,9.8,2.7,0.6,0.0,0.0
Himachal Pradesh,2011,31.0,26.4,100.0,100.0,7.202,100.0,100.0,99.9,87.6,41.5,22.8,11.6,5.1,1.3,0.0,0.0
Himachal Pradesh,2012,30.7,27.2,100.0,100.0,7.268,100.0,100.0,100.0,84.8,43.5,22.1,10.9,3.7,0.8,0.0,0.0
Himachal Pradesh,2013,30.6,26.6,100.0,100.0,7.334,100.0,100.0,100.0,96.1,39.3,19.8,8.8,2.8,0.2,0.0,0.0
Himachal Pradesh,2014,31.5,27.9,100.0,100.0,7.400,100.0,100.0,100.0,96.3,51.7,21.4,9.9,3.7,0.2,0.0,0.0
Himachal Pradesh,2015,32.1,27.7,100.0,100.0,7.466,100.0,100.0,100.0,97.0,48.2,24.5,13.7,6.1,2.4,0.0,0.0
Himachal Pradesh,2016,37.4,32.5,100.0,100.0,7.525,100.0,100.0,100.0,99.8,96.4,51.0,26.3,15.4,7.1,2.3,0.0
Himachal Pradesh,2017,32.3,28.0,100.0,100.0,7.584,100.0,100.0,100.0,95.6,55.2,25.2,13.8,5.6,1.3,0.0,0.0
Himachal Pradesh,2018,33.9,29.4,100.0,100.0,7.644,100.0,100.0,100.0,98.6,69.5,31.6,18.0,8.5,3.4,0.2,0.0
Himachal Pradesh,2019,29.7,25.1,100.0,100.0,7.703,100.0,100.0,99.9,85.9,32.9,17.7,8.5,2.7,0.0,0.0,0.0
Himachal Pradesh,2020,31.0,26.5,100.0,100.0,7.762,100.0,100.0,100.0,89.3,40.6,23.0,12.2,4.1,1.1,0.0,0.0
Himachal Pradesh,2021,34.1,29.8,100.0,100.0,7.762,100.0,100.0,100.0,99.6,75.1,30.9,17.4,7.6,2.2,0.0,0.0
Jammu and Kashmir,1998,28.1,14.7,100.0,100.0,10.289,99.7,98.6,97.6,72.4,36.5,11.0,3.1,0.0,0.0,0.0,0.0
Jammu and Kashmir,1999,28.7,15.9,100.0,100.0,10.289,100.0,98.9,97.9,77.3,42.4,12.1,2.8,0.0,0.0,0.0,0.0
Jammu and Kashmir,2000,33.1,18.4,100.0,100.0,10.289,100.0,99.1,98.3,91.5,77.7,39.4,8.9,1.9,0.0,0.0,0.0
Jammu and Kashmir,2001,36.7,19.3,100.0,100.0,10.523,99.8,99.1,98.5,96.2,87.7,65.8,32.0,5.8,1.6,0.0,0.0
Jammu and Kashmir,2002,36.7,19.8,100.0,100.0,10.756,100.0,99.2,98.6,96.4,88.9,69.7,29.4,5.0,0.3,0.0,0.0
Jammu and Kashmir,2003,32.9,17.5,100.0,100.0,10.990,99.7,99.1,98.4,92.0,71.0,36.2,10.1,1.8,0.0,0.0,0.0
Jammu and Kashmir,2004,33.5,18.1,100.0,100.0,11.224,99.8,99.1,98.6,94.0,76.0,44.1,10.0,1.0,0.0,0.0,0.0
Jammu and Kashmir,2005,30.4,16.3,100.0,100.0,11.458,99.6,99.0,98.3,85.7,54.3,18.7,6.7,1.1,0.0,0.0,0.0
Jammu and Kashmir,2006,32.2,16.1,100.0,100.0,11.693,99.5,98.9,98.2,87.9,64.6,36.3,10.2,0.3,0.0,0.0,0.0
Jammu and Kashmir,2007,37.3,18.4,100.0,100.0,11.928,99.5,99.0,98.5,96.9,87.0,67.3,38.3,9.0,1.8,0.0,0.0
Jammu and Kashmir,2008,34.7,17.1,100.0,100.0,12.162,99.5,99.0,98.3,95.0,78.7,47.6,17.7,8.1,3.7,0.1,0.0
Jammu and Kashmir,2009,32.1,16.7,100.0,100.0,12.397,99.6,99.1,98.4,91.7,65.7,27.5,10.1,4.8,1.4,0.0,0.0
Jammu and Kashmir,2010,34.8,17.3,100.0,100.0,12.632,99.5,99.0,98.5,96.3,77.4,50.3,15.7,6.3,2.9,0.5,0.0
Jammu and Kashmir,2011,35.2,17.4,100.0,100.0,12.863,99.5,99.1,98.5,94.8,79.8,54.4,21.6,7.9,2.3,0.2,0.0
Jammu and Kashmir,2012,34.2,17.9,100.0,100.0,13.094,99.7,99.2,98.6,93.3,76.0,43.2,16.2,7.1,3.4,1.0,0.0
Jammu and Kashmir,2013,33.0,17.2,100.0,100.0,13.324,99.6,99.1,98.5,91.9,69.2,35.2,12.2,5.1,2.3,0.0,0.0
Jammu and Kashmir,2014,36.3,18.5,100.0,100.0,13.555,99.7,99.2,98.6,96.1,84.9,57.8,23.9,11.2,5.7,2.6,0.0
Jammu and Kashmir,2015,34.7,17.4,100.0,100.0,13.786,99.6,99.1,98.4,89.9,73.1,48.1,22.0,10.9,5.0,1.4,0.0
Jammu and Kashmir,2016,46.8,22.9,100.0,100.0,14.020,99.7,99.2,99.0,98.0,96.7,90.3,76.5,59.0,39.7,21.9,6.1
Jammu and Kashmir,2017,37.1,18.9,100.0,100.0,14.255,99.7,99.2,98.6,96.3,88.3,67.4,30.2,10.2,4.1,1.5,0.0
Jammu and Kashmir,2018,36.9,19.0,100.0,100.0,14.489,99.7,99.2,98.7,96.5,88.4,64.0,27.1,10.5,4.6,2.1,0.0
Jammu and Kashmir,2019,33.0,16.3,100.0,100.0,14.724,99.5,99.0,98.4,88.7,67.8,39.9,15.3,4.9,1.0,0.0,0.0
Jammu and Kashmir,2020,32.8,16.6,100.0,100.0,14.959,99.6,99.1,98.4,92.6,66.3,32.4,11.8,5.8,3.3,1.4,0.0
Jammu and Kashmir,2021,37.9,18.7,100.0,100.0,14.959,99.6,99.2,98.7,96.3,87.7,64.3,38.1,15.8,6.6,3.2,1.8
Jharkhand,1998,35.1,32.7,100.0,100.0,27.804,100.0,100.0,99.9,95.1,77.6,50.2,23.7,6.6,0.1,0.0,0.0
Jharkhand,1999,36.2,34.1,100.0,100.0,27.804,100.0,100.0,100.0,97.1,83.0,60.2,26.3,8.3,0.1,0.0,0.0
Jharkhand,2000,38.9,36.4,100.0,100.0,27.804,100.0,100.0,100.0,99.2,93.2,73.7,43.7,17.6,1.3,0.0,0.0
Jharkhand,2001,44.7,42.5,100.0,100.0,28.408,100.0,100.0,100.0,100.0,99.6,97.5,78.8,48.9,19.4,1.0,0.0
Jharkhand,2002,45.6,43.6,100.0,100.0,29.011,100.0,100.0,100.0,100.0,99.8,98.0,83.6,53.6,23.0,6.5,0.0
Jharkhand,2003,47.1,45.3,100.0,100.0,29.614,100.0,100.0,100.0,100.0,99.8,99.4,89.7,63.0,30.5,11.4,0.1
Jharkhand,2004,49.0,47.0,100.0,100.0,30.218,100.0,100.0,100.0,100.0,99.8,99.4,95.1,74.5,42.0,18.3,2.9
Jharkhand,2005,45.3,43.5,100.0,100.0,30.821,100.0,100.0,100.0,100.0,99.7,96.3,81.1,50.0,25.2,5.5,0.0
Jharkhand,2006,50.1,47.4,100.0,100.0,31.418,100.0,100.0,100.0,100.0,99.7,99.0,90.2,74.7,53.2,28.0,7.8
Jharkhand,2007,51.9,49.7,100.0,100.0,32.015,100.0,100.0,100.0,100.0,99.9,99.6,98.2,85.5,56.0,30.9,14.7
Jharkhand,2008,59.0,56.4,100.0,100.0,32.612,100.0,100.0,100.0,100.0,100.0,99.8,99.4,98.3,89.2,67.1,43.2
Jharkhand,2009,55.9,53.0,100.0,100.0,33.209,100.0,100.0,100.0,100.0,99.9,99.7,98.9,89.2,74.5,53.5,31.4
Jharkhand,2010,51.2,48.8,100.0,100.0,33.805,100.0,100.0,100.0,100.0,99.8,99.4,97.4,78.3,51.6,33.0,13.8
Jharkhand,2011,63.9,61.0,100.0,100.0,34.380,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.3,95.6,87.0,73.3
Jharkhand,2012,58.6,56.0,100.0,100.0,34.954,100.0,100.0,100.0,100.0,100.0,99.8,99.5,98.0,83.4,62.4,42.5
Jharkhand,2013,62.5,59.6,100.0,100.0,35.529,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.9,91.7,81.0,59.2
Jharkhand,2014,57.8,55.1,100.0,100.0,36.103,100.0,100.0,100.0,100.0,100.0,99.8,99.5,96.6,77.7,55.8,39.0
Jharkhand,2015,58.9,56.0,100.0,100.0,36.677,100.0,100.0,100.0,100.0,100.0,99.8,99.4,94.4,82.9,68.2,44.5
Jharkhand,2016,60.9,58.3,100.0,100.0,37.251,100.0,100.0,100.0,100.0,100.0,99.8,99.4,97.8,90.2,74.8,52.6
Jharkhand,2017,57.4,54.5,100.0,100.0,37.824,100.0,100.0,100.0,100.0,99.9,99.7,98.9,91.0,77.0,56.4,40.0
Jharkhand,2018,56.5,53.3,100.0,100.0,38.397,100.0,100.0,100.0,100.0,99.9,99.6,98.4,87.8,74.3,56.0,35.7
Jharkhand,2019,61.1,58.5,100.0,100.0,38.970,100.0,100.0,100.0,100.0,100.0,99.9,99.6,98.9,92.2,78.6,54.5
Jharkhand,2020,63.9,60.8,100.0,100.0,39.544,100.0,100.0,100.0,100.0,100.0,99.8,99.6,98.8,93.3,83.2,64.1
Jharkhand,2021,66.0,62.9,100.0,100.0,39.544,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.1,96.6,86.9,69.8
Karnataka,1998,17.0,16.6,100.0,99.9,54.029,100.0,93.7,76.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,1999,18.0,17.7,100.0,99.9,54.029,100.0,97.9,83.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2000,19.9,19.6,100.0,99.9,54.029,100.0,99.6,89.9,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2001,23.0,22.1,100.0,99.9,54.844,100.0,100.0,95.1,40.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2002,24.2,23.4,100.0,99.9,55.659,100.0,100.0,97.8,47.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0
